votes,answers,views,question,tags,user,user_reputation,time_asked
387,34,229k,"How do I make Python dictionary members accessible via a dot "".""? For example, instead of writing mydict['val'], I'd like to write mydict.val. Also I'd like to access nested dicts this way. For ...",python dictionary syntax nested,bodacydo,68.3k,"asked Feb 28, 2010 at 18:51"
387,12,636k,"How do I redirect stdout to an arbitrary file in Python? When a long-running Python script (e.g, web application) is started from within the ssh session and backgounded, and the ssh session is closed,...",python stdout,user234932,"asked Jan 13, 2011 at 0:51","asked Jan 13, 2011 at 0:51"
387,8,317k,"I have a plot with two y-axes, using twinx(). I also give labels to the lines, and want to show them with legend(), but I only succeed to get the labels of one axis in the legend: import numpy as np ...",python matplotlib axis legend,joris,118k,"asked Mar 30, 2011 at 10:10"
387,6,344k,What is the difference between raw_input() and input() in Python 3?,python python-3.x input,pkumar,"4,621","asked Feb 6, 2011 at 18:52"
387,4,617k,"I want to get, given a character, its ASCII value. For example, for the character a, I want to get 97, and vice versa.",python integer char type-conversion,Manuel Araoz,15.3k,"asked Apr 1, 2009 at 5:19"
387,7,870k,TL;DR -> How can one create a legend for a line graph in Matplotlib's PyPlot without creating any extra variables? Please consider the graphing script below: if __name__ == '__main__': PyPlot....,python matplotlib plot,Games Brainiac,74.8k,"asked Oct 1, 2013 at 20:53"
386,7,778k,I have one field in a pandas DataFrame that was imported as string format. It should be a datetime variable. How do I convert it to a datetime column and then filter based on date. Example: ...,python datetime pandas,Chris,11k,"asked Nov 5, 2014 at 17:24"
386,4,220k,I want to write a Django query equivalent to this SQL query: SELECT * from user where income >= 5000 or income is NULL. How to construct the Django queryset filter? User.objects.filter(...,python sql django django-queryset django-orm,Elisa,"6,415","asked Jul 4, 2011 at 6:04"
386,6,403k,"In a similar way to using varargs in C or C++: fn(a, b) fn(a, b, c, d, ...)",python,David Sykes,45.4k,"asked May 28, 2009 at 7:50"
386,38,250k,"This is the best algorithm I could come up. def get_primes(n): numbers = set(range(n, 1, -1)) primes = [] while numbers: p = numbers.pop() primes.append(p) numbers....",python math optimization primes,jbochi,27.6k,"asked Jan 14, 2010 at 23:40"
386,4,69k,I am trying to reconcile my understand of LSTMs and pointed out here in this post by Christopher Olah implemented in Keras. I am following the blog written by Jason Brownlee for the Keras tutorial. ...,python deep-learning keras lstm,sachinruk,"8,539","asked Aug 2, 2016 at 8:04"
386,10,401k,">>> range(1,11) gives you [1,2,3,4,5,6,7,8,9,10] Why not 1-11? Did they just decide to do it like that at random or does it have some value I am not seeing?",python range,MetaGuru,40.8k,"asked Dec 21, 2010 at 22:45"
385,10,387k,"I'm launching a subprocess with the following command: p = subprocess.Popen(cmd, stdout=subprocess.PIPE, shell=True) However, when I try to kill using: p.terminate() or p.kill() The command ...",python linux subprocess kill-process,user175259,"4,171","asked Jan 25, 2011 at 3:58"
385,5,554k,"How do I convert a NumPy array to a Python List (for example [[1,2,3],[4,5,6]] ), and do it reasonably fast?",python numpy,Alex Brooks,"4,813","asked Dec 27, 2009 at 15:29"
384,18,762k,"I'm having troubles with installing packages in Python 3. I have always installed packages with setup.py install. But now, when I try to install the ansicolors package I get: importerror ""No ...",python module package setup.py python-3.3,user1994934,"3,843","asked Jan 20, 2013 at 16:20"
384,6,636k,"Given a plot of signal in time representation, how to draw lines marking corresponding time index? Specifically, given a signal plot with time index ranging from 0 to 2.6(s), I want to draw vertical ...",python matplotlib,Francis,"5,356","asked Jul 28, 2014 at 4:29"
384,16,272k,How does one convert a django Model object to a dict with all of its fields? All ideally includes foreign keys and fields with editable=False. Let me elaborate. Let's say I have a django model like ...,python django dictionary django-models django-orm,Zags,30.2k,"asked Feb 21, 2014 at 5:02"
384,10,215k,"Let's say I have a class that has a member called data which is a list. I want to be able to initialize the class with, for example, a filename (which contains data to initialize the list) or with ...",python constructor operator-overloading,Baltimark,"8,566","asked Sep 26, 2008 at 19:49"
384,8,287k,How do you express an integer as a binary number with Python literals? I was easily able to find the answer for hex: >>> 0x12AF 4783 >>> 0x100 256 and octal: >>> 01267 ...,python syntax binary integer literals,Justin Standard,21.1k,"asked Aug 4, 2008 at 18:20"
383,21,858k,"Whenever I use sys.path.append, the new directory will be added. However, once I close python, the list will revert to the previous (default?) values. How do I permanently add a directory to ...",python windows pythonpath,John Howard,54.6k,"asked Aug 4, 2010 at 2:28"
383,9,579k,I am getting a response from the rest is an Epoch time format like start_time = 1234566 end_time = 1234578 I want to convert that epoch seconds in MySQL format time so that I could store the ...,python,user1667633,"4,099","asked Sep 13, 2012 at 6:00"
383,18,141k,"In Java IoC / DI is a very common practice which is extensively used in web applications, nearly all available frameworks and Java EE. On the other hand, there are also lots of big Python web ...",python design-patterns dependency-injection inversion-of-control architecture,tux21b,81.3k,"asked Mar 17, 2010 at 11:10"
383,8,250k,"I'm writing a python application that will make heavy use of a graph data structure. Nothing horribly complex, but I'm thinking some sort of graph/graph-algorithms library would help me out. I've ...",python graph,cpatrick,"4,356","asked Mar 3, 2009 at 14:12"
382,10,502k,"I need to add leading zeros to integer to make a string with defined quantity of digits ($cnt). What the best way to translate this simple function from PHP to Python: function add_nulls($int, $cnt=2)...",python string-formatting,ramusus,"6,829","asked Apr 9, 2009 at 9:15"
382,7,232k,"If I have the following Python code >>> x = [] >>> x = x + [1] >>> x = x + [2] >>> x = x + [3] >>> x [1, 2, 3] Will x be guaranteed to always be [1,2,3], ...",python,samoz,53.8k,"asked Dec 4, 2012 at 0:09"
381,18,242k,I often see comments on other Stack Overflow questions about how the use of except: pass is discouraged. Why is this bad? Sometimes I just don't care what the errors are and I want to just continue ...,python exception error-handling try-catch,Vader,"5,452","asked Feb 4, 2014 at 13:02"
381,9,635k,"I am getting the 'too many values to unpack' error. Any idea how I can fix this? first_names = ['foo', 'bar'] last_names = ['gravy', 'snowman'] fields = { 'first_names': first_names, '...",python,tipu,"9,114","asked Mar 29, 2011 at 0:32"
380,32,415k,I'm having trouble formatting a datetime.timedelta object. Here's what I'm trying to do: I have a list of objects and one of the members of the class of the object is a timedelta object that shows ...,python string datetime format timedelta,mawcs,"3,849","asked Feb 11, 2009 at 20:40"
380,10,1.3m,"I keep getting an error that says AttributeError: 'NoneType' object has no attribute 'something' The code I have is too long to post here. What general scenarios would cause this AttributeError, ...",python attributeerror nonetype,Jacob Griffin,"4,109","asked Jan 20, 2012 at 23:38"
379,5,500k,"I need the last 9 numbers of a list and I'm sure there is a way to do it with slicing, but I can't seem to get it. I can get the first 9 like this: num_list[0:9]",python list slice,Nope,31.9k,"asked Mar 14, 2009 at 20:19"
379,8,818k,"How can I make one python file to run another? For example I have two .py files. I want one file to be run, and then have it run the other .py file.",python,Nathan Tornquist,"5,978","asked Nov 2, 2011 at 1:29"
379,9,740k,"I want to create string using integer appended to it, in a for loop. Like this: for i in range(1,11): string=""string""+i But it returns an error: TypeError: unsupported operand type(s) for +: '...",python string integer concatenation,michele,25.7k,"asked May 17, 2010 at 7:52"
378,17,442k,"I want to create a dynamic object (inside another object) in Python and then add attributes to it. I tried: obj = someobject obj.a = object() setattr(obj.a, 'somefield', 'somevalue') but this didn'...",python class object attributes,John,19.6k,"asked May 13, 2010 at 14:34"
378,11,1.0m,"Why is the below item failing? Why does it succeed with ""latin-1"" codec? o = ""a test of \xe9 char"" #I want this to remain a string as this is what I am receiving v = o.decode(""...",python unicode decode,RuiDC,"7,324","asked Apr 5, 2011 at 13:23"
378,12,604k,"I want to perform my own complex operations on financial data in dataframes in a sequential manner. For example I am using the following MSFT CSV file taken from Yahoo Finance: Date,Open,High,Low,...",python pandas performance dataframe for-loop,Muppet,"5,350","asked Oct 20, 2011 at 14:46"
378,4,646k,"I am trying to do a grab everything after the '</html>' tag and delete it, but my code doesn't seem to be doing anything. Does .replace() not support regex? z.write(article.replace('</html>...",python regex,user1442957,"6,183","asked Jul 13, 2012 at 18:03"
377,10,399k,"I have made my plots inline on my Ipython Notebook with ""%matplotlib inline."" Now, the plot appears. However, it is very small. Is there a way to make it appear larger using either notebook ...",python matplotlib ipython jupyter-notebook,Chris,24.5k,"asked Apr 2, 2016 at 0:51"
377,3,115k,"Does anyone know how the built in dictionary type for python is implemented? My understanding is that it is some sort of hash table, but I haven't been able to find any sort of definitive answer.",python data-structures dictionary,ricree,33k,"asked Nov 29, 2008 at 7:35"
377,15,564k,"I'm trying to make a system call in Python and store the output to a string that I can manipulate in the Python program. #!/usr/bin/python import subprocess p2 = subprocess.Popen(""ntpq -p"") I've ...",python subprocess,Mark,"6,756","asked Mar 23, 2010 at 19:05"
376,29,273k,"I find it more convenient to access dict keys as obj.foo instead of obj['foo'], so I wrote this snippet: class AttributeDict(dict): def __getattr__(self, attr): return self[attr] def ...",python dictionary syntax attributes,Izz ad-Din Ruhulessin,"5,565","asked Feb 13, 2011 at 14:23"
376,8,643k,"Alright, I'm toying around with converting a PIL image object back and forth to a numpy array so I can do some faster pixel by pixel transformations than PIL's PixelAccess object would allow. I've ...",python image numpy python-imaging-library numpy-ndarray,akdom,29.7k,"asked Dec 21, 2008 at 18:21"
